# Target Pref 演化日志

| 时间 | 生物 | 平均条目 | 最大条目 | min~max | top偏好(源→目标=均值×种群数) |
| 16872 | 413 | 110.90 | 10 | 0.44~3.00 | (-3→31=2.01×253) (-14→14=1.82×8) (-7→4=1.58×369) (8→15=1.52×125) (12→1=1.51×37) |
| 16882 | 401 | 110.43 | 10 | 0.37~3.52 | (-3→31=2.01×248) (-14→14=1.82×8) (-7→4=1.58×357) (12→1=1.52×36) (8→15=1.51×117) |
| 16892 | 401 | 110.84 | 10 | 0.37~3.52 | (-3→31=2.01×246) (-14→14=1.82×8) (-7→4=1.58×358) (12→1=1.52×38) (8→15=1.51×121) |
| 16903 | 410 | 111.73 | 10 | 0.37~3.52 | (-3→31=2.02×249) (-14→14=1.82×8) (-7→4=1.57×368) (-14→5=1.51×10) (12→1=1.51×40) |
| 16913 | 417 | 112.16 | 10 | 0.37~3.52 | (-3→31=2.03×251) (-14→14=1.82×8) (-7→4=1.57×375) (-14→5=1.51×10) (12→1=1.51×43) |
| 16923 | 410 | 112.75 | 10 | 0.42~3.52 | (-3→31=2.03×245) (-14→14=1.82×8) (-7→4=1.57×370) (-14→5=1.51×10) (15→-7=1.51×370) |
| 16934 | 416 | 113.05 | 10 | 0.42~3.52 | (-3→31=2.04×246) (-14→14=1.82×7) (-7→4=1.57×376) (15→-7=1.51×376) (-14→5=1.51×10) |
| 16944 | 421 | 113.51 | 10 | 0.42~3.52 | (-3→31=2.05×248) (-14→14=1.79×6) (-7→4=1.57×382) (15→-7=1.51×382) (-14→5=1.51×10) |
| 16954 | 420 | 113.68 | 10 | 0.42~3.52 | (-3→31=2.04×239) (-14→14=1.80×7) (-7→4=1.56×381) (15→-7=1.53×381) (-6→19=1.52×342) |
| 16965 | 426 | 113.80 | 10 | 0.42~3.52 | (-3→31=2.05×242) (-14→14=1.80×7) (-7→4=1.56×387) (15→-7=1.53×387) (-6→19=1.52×347) |
| 16975 | 427 | 114.04 | 10 | 0.42~3.28 | (-3→31=2.02×242) (-14→14=1.81×8) (-7→4=1.57×389) (15→-7=1.53×389) (-6→19=1.52×347) |
| 16985 | 420 | 113.32 | 10 | 0.42~3.28 | (-3→31=2.02×238) (-14→14=1.83×7) (-7→4=1.57×380) (15→-7=1.53×380) (8→15=1.52×145) |
| 16996 | 423 | 113.53 | 10 | 0.42~3.28 | (-3→31=2.02×239) (-14→14=1.84×8) (-7→4=1.57×383) (15→-7=1.53×383) (8→15=1.52×148) |
| 17006 | 428 | 113.69 | 10 | 0.42~3.28 | (-3→31=2.03×245) (-14→14=1.84×8) (-7→4=1.57×388) (15→-7=1.53×388) (8→15=1.52×148) |
| 17016 | 433 | 114.06 | 10 | 0.45~3.00 | (-3→31=2.02×245) (-14→14=1.84×8) (-7→4=1.57×394) (15→-7=1.53×394) (8→15=1.53×152) |
| 17027 | 426 | 113.30 | 10 | 0.43~3.42 | (-3→31=2.02×242) (-14→14=1.77×9) (-7→4=1.57×385) (15→-7=1.53×385) (8→15=1.52×147) |
| 17037 | 426 | 113.20 | 10 | 0.43~3.42 | (-3→31=2.02×242) (-14→14=1.75×8) (-7→4=1.58×385) (15→-7=1.53×385) (8→15=1.53×145) |
| 17047 | 433 | 113.59 | 10 | 0.43~3.42 | (-3→31=2.03×250) (-14→14=1.75×8) (-7→4=1.58×393) (15→-7=1.53×393) (8→15=1.53×146) |
| 17058 | 435 | 112.85 | 10 | 0.43~3.42 | (-3→31=2.03×253) (-14→14=1.75×8) (-7→4=1.58×392) (8→15=1.53×142) (15→-7=1.53×392) |
| 17068 | 434 | 112.93 | 10 | 0.43~3.42 | (-3→31=2.02×251) (-14→14=1.75×8) (-7→4=1.58×391) (8→15=1.53×143) (15→-7=1.53×391) |
| 17078 | 439 | 112.69 | 10 | 0.43~3.42 | (-3→31=2.02×253) (-14→14=1.83×7) (-7→4=1.58×395) (8→15=1.53×146) (15→-7=1.53×395) |
| 17089 | 432 | 112.79 | 10 | 0.43~3.42 | (-3→31=2.03×251) (-14→14=1.83×7) (-7→4=1.58×389) (8→15=1.54×140) (15→-7=1.53×389) |
| 17099 | 426 | 113.05 | 10 | 0.43~3.42 | (-3→31=2.04×244) (-14→14=1.83×7) (-7→4=1.58×384) (8→15=1.54×141) (15→-7=1.53×384) |
| 17109 | 438 | 112.99 | 10 | 0.39~3.42 | (-3→31=2.03×246) (-14→14=1.85×6) (-7→4=1.57×394) (8→15=1.55×146) (15→-7=1.53×394) |
| 17120 | 444 | 113.41 | 10 | 0.39~3.28 | (-3→31=2.02×247) (-14→14=1.85×6) (-7→4=1.57×401) (8→15=1.55×152) (15→-7=1.54×401) |
| 17130 | 424 | 112.79 | 10 | 0.44~3.28 | (-3→31=2.01×235) (-14→14=1.85×5) (-7→4=1.57×381) (8→15=1.55×147) (15→-7=1.53×381) |
| 17140 | 435 | 113.41 | 10 | 0.43~3.28 | (-3→31=2.01×242) (-14→14=1.85×5) (-7→4=1.57×393) (8→15=1.55×151) (15→-7=1.53×393) |
| 17151 | 444 | 114.08 | 10 | 0.43~3.28 | (-3→31=2.01×245) (-14→14=1.85×5) (-7→4=1.57×403) (8→15=1.55×159) (15→-7=1.54×403) |
| 17161 | 426 | 113.73 | 10 | 0.40~3.28 | (-3→31=2.01×238) (-14→14=1.88×4) (-7→4=1.57×386) (8→15=1.55×154) (15→-7=1.53×386) |
| 17171 | 422 | 113.85 | 10 | 0.40~3.28 | (-3→31=2.01×234) (-14→14=1.88×4) (-7→4=1.57×383) (8→15=1.55×154) (15→-7=1.53×383) |
| 17182 | 433 | 114.56 | 10 | 0.40~3.28 | (-3→31=2.01×241) (-14→14=1.88×4) (-7→4=1.57×395) (8→15=1.55×160) (15→-7=1.53×395) |
| 17192 | 423 | 114.35 | 11 | 0.40~3.28 | (-3→31=2.01×237) (-14→14=1.88×4) (-7→4=1.58×385) (8→15=1.55×152) (15→-7=1.53×385) |
| 17202 | 427 | 114.10 | 11 | 0.40~3.28 | (-3→31=2.00×240) (-14→14=1.88×4) (-7→4=1.58×388) (8→15=1.55×155) (15→-7=1.53×388) |
| 17213 | 438 | 114.70 | 11 | 0.40~3.28 | (-3→31=2.00×241) (-14→14=1.88×4) (-7→4=1.58×399) (8→15=1.55×166) (15→-7=1.54×399) |
| 17223 | 424 | 114.88 | 11 | 0.40~3.28 | (-3→31=2.01×241) (-14→14=1.88×3) (-7→4=1.58×387) (8→15=1.55×154) (15→-7=1.53×387) |
| 17233 | 434 | 114.98 | 11 | 0.42~3.28 | (-3→31=2.00×240) (-14→14=1.88×3) (-7→4=1.58×396) (8→15=1.55×162) (15→-7=1.54×396) |
| 17244 | 429 | 114.50 | 11 | 0.42~3.28 | (-3→31=1.99×236) (-14→14=1.88×3) (-7→4=1.58×390) (8→15=1.55×159) (15→-7=1.54×390) |
| 17254 | 420 | 114.18 | 11 | 0.42~3.28 | (-3→31=1.99×233) (-14→14=1.88×3) (-7→4=1.58×381) (8→15=1.54×155) (15→-7=1.54×381) |
| 17264 | 424 | 113.67 | 11 | 0.40~3.28 | (-3→31=1.98×231) (-14→14=1.88×3) (-7→4=1.58×383) (8→15=1.55×158) (15→-7=1.54×383) |
| 17275 | 430 | 113.49 | 12 | 0.40~3.28 | (-3→31=1.99×233) (-14→14=1.88×3) (-7→4=1.58×387) (8→15=1.55×161) (15→-7=1.55×387) |
| 17285 | 423 | 113.26 | 12 | 0.40~3.28 | (-3→31=1.98×232) (-14→14=1.88×3) (-7→4=1.58×381) (8→15=1.55×155) (15→-7=1.54×381) |
| 17295 | 431 | 113.56 | 12 | 0.40~3.28 | (-3→31=1.99×238) (-14→14=1.88×3) (-7→4=1.59×389) (8→15=1.55×156) (15→-7=1.54×389) |
| 17306 | 434 | 113.45 | 12 | 0.40~3.28 | (-3→31=1.99×238) (-14→14=1.88×2) (-7→4=1.58×391) (8→15=1.55×158) (15→-7=1.54×391) |
| 17316 | 438 | 113.52 | 11 | 0.40~3.28 | (-3→31=1.98×238) (-14→14=1.88×1) (-7→4=1.58×395) (8→15=1.55×161) (15→-7=1.55×395) |
| 17326 | 446 | 113.96 | 11 | 0.40~3.28 | (-3→31=2.00×241) (-14→14=1.88×1) (-7→4=1.58×403) (15→-7=1.55×403) (8→15=1.55×166) |
| 17337 | 449 | 113.87 | 11 | 0.40~3.28 | (-3→31=1.99×244) (-14→14=1.88×1) (-7→4=1.59×406) (8→15=1.55×166) (15→-7=1.55×406) |
| 17347 | 468 | 114.45 | 11 | 0.37~3.28 | (-3→31=2.02×256) (-14→14=1.88×1) (-7→4=1.58×424) (15→-7=1.55×424) (8→15=1.54×176) |
| 17357 | 479 | 114.27 | 11 | 0.37~3.28 | (-3→31=2.02×263) (-14→14=1.88×1) (-7→4=1.59×433) (15→-7=1.55×433) (8→15=1.54×178) |
| 17368 | 472 | 114.19 | 11 | 0.35~3.28 | (-3→31=2.02×262) (-14→14=1.88×1) (-7→4=1.59×426) (15→-7=1.54×426) (8→15=1.54×169) |
| 17378 | 479 | 113.95 | 11 | 0.35~3.00 | (-3→31=2.01×263) (-14→14=1.88×1) (-7→4=1.59×431) (15→-7=1.55×431) (8→15=1.54×170) |
| 17388 | 480 | 114.25 | 11 | 0.35~3.54 | (-3→31=2.01×263) (-14→14=1.88×1) (-7→4=1.58×433) (15→-7=1.55×433) (8→15=1.54×172) |
| 17399 | 486 | 114.35 | 11 | 0.35~3.54 | (-3→31=2.00×264) (-14→14=1.88×1) (-7→4=1.58×439) (15→-7=1.55×439) (8→15=1.55×176) |
| 17409 | 494 | 114.56 | 11 | 0.35~3.54 | (-3→31=2.00×263) (-14→14=1.88×1) (-7→4=1.58×447) (15→-7=1.56×447) (8→15=1.54×185) |
| 17419 | 482 | 114.41 | 11 | 0.35~3.54 | (-3→31=2.00×271) (-14→14=1.88×1) (-7→4=1.59×436) (15→-7=1.54×436) (8→15=1.54×169) |
| 17430 | 492 | 114.30 | 11 | 0.42~3.00 | (-3→31=1.99×270) (-14→14=1.88×1) (-7→4=1.59×444) (15→-7=1.55×444) (8→15=1.54×176) |
| 17440 | 499 | 114.90 | 11 | 0.41~3.00 | (-3→31=2.00×275) (-14→14=1.88×1) (-7→4=1.59×452) (15→-7=1.55×452) (8→15=1.54×179) |
| 17450 | 488 | 114.77 | 11 | 0.41~3.00 | (-3→31=2.00×270) (-14→14=1.88×1) (-7→4=1.59×441) (15→-7=1.55×441) (8→15=1.53×169) |
| 17461 | 496 | 115.04 | 11 | 0.41~3.00 | (-3→31=2.00×271) (-14→14=1.88×1) (-7→4=1.59×449) (15→-7=1.55×449) (8→15=1.53×175) |
| 17471 | 484 | 115.47 | 11 | 0.41~3.00 | (-3→31=1.99×269) (-14→14=1.88×1) (-7→4=1.59×440) (15→-7=1.55×440) (8→15=1.53×166) |
| 17481 | 487 | 115.40 | 11 | 0.41~3.00 | (-3→31=2.00×267) (-14→14=1.88×1) (-7→4=1.59×442) (15→-7=1.56×442) (8→15=1.53×168) |
| 17492 | 468 | 114.73 | 11 | 0.41~3.00 | (-3→31=1.98×263) (-14→14=1.88×1) (-7→4=1.60×423) (15→-7=1.55×423) (8→15=1.53×150) |
| 17502 | 466 | 114.33 | 11 | 0.41~3.00 | (-3→31=1.97×260) (-14→14=1.88×1) (-7→4=1.60×420) (15→-7=1.56×420) (8→15=1.53×149) |
| 17512 | 476 | 114.68 | 11 | 0.41~3.00 | (-3→31=1.98×263) (-14→14=1.88×1) (-7→4=1.60×430) (15→-7=1.56×430) (8→15=1.53×159) |
| 17523 | 474 | 114.52 | 11 | 0.41~3.00 | (-3→31=1.97×259) (-14→14=1.88×1) (-7→4=1.60×428) (15→-7=1.56×428) (8→15=1.53×159) |
| 17533 | 493 | 115.16 | 11 | 0.41~3.00 | (-3→31=1.98×261) (-14→14=1.88×1) (-7→4=1.60×447) (15→-7=1.56×447) (8→15=1.52×176) |
| 17543 | 479 | 114.88 | 11 | 0.41~3.00 | (-3→31=1.98×258) (-14→14=1.88×1) (-7→4=1.60×433) (15→-7=1.56×433) (8→15=1.52×166) |
| 17554 | 487 | 115.12 | 11 | 0.41~3.00 | (-3→31=1.98×255) (-14→14=1.88×1) (-7→4=1.60×440) (15→-7=1.57×440) (23→20=1.52×440) |
| 17564 | 480 | 114.75 | 11 | 0.41~3.00 | (-3→31=1.98×247) (-7→4=1.60×432) (15→-7=1.57×432) (23→20=1.52×432) (8→15=1.51×174) |
| 17574 | 463 | 114.57 | 11 | 0.42~3.00 | (-3→31=1.97×234) (-7→4=1.60×415) (15→-7=1.58×415) (23→20=1.52×415) (8→15=1.51×165) |
| 17585 | 472 | 113.72 | 11 | 0.42~3.00 | (-3→31=1.98×233) (-7→4=1.59×419) (15→-7=1.58×419) (23→20=1.52×419) (2→-12=1.50×175) |
| 17595 | 449 | 113.63 | 11 | 0.42~3.00 | (-3→31=1.99×220) (-7→4=1.59×398) (15→-7=1.58×398) (23→20=1.52×398) (2→-12=1.51×161) |
| 17605 | 458 | 113.74 | 11 | 0.37~3.00 | (-3→31=2.00×215) (15→-7=1.59×405) (-7→4=1.59×405) (23→20=1.53×405) (2→-12=1.52×154) |
| 17616 | 446 | 113.30 | 11 | 0.37~3.00 | (-3→31=2.00×208) (15→-7=1.60×393) (-7→4=1.59×393) (23→20=1.53×393) (2→-12=1.52×148) |
| 17626 | 452 | 113.33 | 10 | 0.43~3.00 | (-3→31=1.99×206) (15→-7=1.60×398) (-7→4=1.59×398) (23→20=1.53×398) (2→-12=1.52×148) |
| 17636 | 463 | 113.94 | 11 | 0.42~3.00 | (-3→31=1.99×204) (15→-7=1.60×409) (-7→4=1.58×409) (23→20=1.54×409) (2→-12=1.52×145) |
| 17647 | 443 | 113.42 | 11 | 0.42~3.00 | (-3→31=1.98×192) (15→-7=1.61×389) (-7→4=1.58×389) (23→20=1.54×389) (2→-12=1.52×136) |
| 17657 | 449 | 113.75 | 11 | 0.42~3.00 | (-3→31=1.99×190) (15→-7=1.61×395) (-7→4=1.58×395) (23→20=1.54×395) (12→1=1.53×15) |
| 17667 | 441 | 113.45 | 11 | 0.42~3.00 | (-3→31=2.00×182) (15→-7=1.61×386) (-7→4=1.58×386) (23→20=1.55×386) (12→1=1.53×16) |
| 17678 | 427 | 113.02 | 11 | 0.42~3.00 | (-3→31=2.01×176) (15→-7=1.61×372) (-7→4=1.57×372) (23→20=1.55×372) (2→-12=1.52×119) |
| 17688 | 417 | 113.94 | 11 | 0.42~3.00 | (-3→31=2.00×172) (15→-7=1.61×366) (-7→4=1.58×366) (23→20=1.55×366) (2→-12=1.53×118) |
| 17698 | 417 | 114.20 | 11 | 0.42~3.00 | (-3→31=2.00×168) (15→-7=1.61×366) (-7→4=1.58×366) (23→20=1.56×366) (2→-12=1.53×115) |
| 17709 | 417 | 114.64 | 11 | 0.42~3.00 | (-3→31=2.00×169) (15→-7=1.61×368) (-7→4=1.58×368) (23→20=1.56×368) (12→1=1.53×17) |
| 17719 | 415 | 114.31 | 11 | 0.43~3.00 | (-3→31=2.01×168) (15→-7=1.61×366) (-7→4=1.58×366) (23→20=1.55×366) (2→-12=1.53×109) |
| 17729 | 431 | 114.12 | 11 | 0.43~3.00 | (-3→31=2.01×168) (15→-7=1.61×379) (-7→4=1.57×379) (23→20=1.57×379) (2→-12=1.54×108) |
| 17740 | 427 | 114.74 | 11 | 0.42~3.00 | (-3→31=2.02×169) (15→-7=1.60×378) (-7→4=1.57×378) (23→20=1.56×378) (2→-12=1.53×108) |
| 17750 | 436 | 115.03 | 11 | 0.42~3.00 | (-3→31=2.01×168) (15→-7=1.60×386) (23→20=1.57×386) (-7→4=1.57×386) (2→-12=1.53×106) |
| 17760 | 419 | 114.69 | 11 | 0.42~3.00 | (-3→31=2.00×166) (15→-7=1.60×370) (-7→4=1.57×370) (23→20=1.56×370) (2→-12=1.53×108) |
| 17771 | 425 | 114.82 | 11 | 0.41~3.00 | (-3→31=1.99×165) (15→-7=1.61×375) (-7→4=1.57×375) (23→20=1.57×375) (12→4=1.55×10) |
| 17781 | 439 | 115.90 | 10 | 0.41~3.00 | (-3→31=1.99×165) (15→-7=1.61×390) (23→20=1.58×390) (-7→4=1.57×390) (2→-12=1.53×108) |
| 17791 | 421 | 115.53 | 10 | 0.41~3.00 | (-3→31=1.97×160) (15→-7=1.61×374) (23→20=1.58×374) (-7→4=1.57×374) (12→1=1.55×18) |
| 17802 | 415 | 115.68 | 10 | 0.41~3.00 | (-3→31=1.97×157) (15→-7=1.61×369) (23→20=1.58×369) (-7→4=1.57×369) (12→1=1.55×19) |
| 17812 | 414 | 116.16 | 10 | 0.41~3.00 | (-3→31=1.97×160) (15→-7=1.60×370) (23→20=1.58×370) (-7→4=1.58×370) (12→1=1.56×19) |
| 17822 | 416 | 116.38 | 10 | 0.42~3.00 | (-3→31=1.97×159) (15→-7=1.60×372) (23→20=1.59×372) (-7→4=1.58×372) (12→1=1.56×18) |
| 17833 | 426 | 116.02 | 10 | 0.42~3.00 | (-3→31=1.96×159) (15→-7=1.60×379) (23→20=1.60×379) (-7→4=1.58×379) (12→1=1.56×17) |
| 17843 | 407 | 117.14 | 10 | 0.42~3.00 | (-3→31=1.96×158) (23→20=1.59×366) (15→-7=1.59×366) (-7→4=1.58×366) (12→1=1.57×18) |
| 17853 | 405 | 117.17 | 10 | 0.42~3.00 | (-3→31=1.95×160) (15→-7=1.59×365) (12→1=1.59×17) (23→20=1.59×365) (-7→4=1.58×365) |
| 17864 | 404 | 117.57 | 10 | 0.42~3.00 | (-3→31=1.95×162) (12→1=1.60×17) (23→20=1.59×365) (15→-7=1.58×365) (-7→4=1.58×365) |
| 17874 | 392 | 117.19 | 10 | 0.42~3.00 | (-3→31=1.95×154) (15→-7=1.60×353) (12→1=1.59×17) (23→20=1.59×353) (-7→4=1.57×353) |
| 17884 | 386 | 117.51 | 10 | 0.36~3.00 | (-3→31=1.95×153) (12→1=1.60×17) (15→-7=1.59×348) (23→20=1.59×348) (-7→4=1.58×348) |
| 17895 | 363 | 117.06 | 10 | 0.36~3.00 | (-3→31=1.93×146) (12→1=1.59×13) (23→20=1.59×326) (-7→4=1.59×326) (15→-7=1.58×326) |
| 17905 | 370 | 116.58 | 10 | 0.36~3.00 | (-3→31=1.94×150) (12→1=1.60×15) (-7→4=1.59×331) (23→20=1.59×331) (15→-7=1.58×331) |
| 17915 | 369 | 116.69 | 10 | 0.41~3.00 | (-3→31=1.93×146) (12→1=1.61×14) (23→20=1.60×330) (-7→4=1.59×330) (15→-7=1.58×330) |
| 17926 | 362 | 117.17 | 10 | 0.39~3.00 | (-3→31=1.94×142) (12→1=1.61×15) (23→20=1.59×324) (-7→4=1.59×324) (15→-7=1.58×324) |
| 17936 | 361 | 117.15 | 10 | 0.39~3.00 | (-3→31=1.92×136) (12→1=1.62×12) (23→20=1.60×323) (-7→4=1.59×323) (15→-7=1.58×323) |
| 17946 | 366 | 117.31 | 10 | 0.39~3.00 | (-3→31=1.92×139) (12→1=1.60×12) (23→20=1.60×328) (-7→4=1.59×328) (15→-7=1.58×328) |
| 17957 | 346 | 115.61 | 10 | 0.39~3.00 | (-3→31=1.91×136) (12→1=1.62×11) (23→20=1.60×307) (-7→4=1.59×307) (15→-7=1.57×307) |
| 17967 | 351 | 116.22 | 10 | 0.39~3.00 | (-3→31=1.92×142) (12→1=1.62×12) (23→20=1.60×313) (-7→4=1.60×313) (15→-7=1.56×313) |
| 17977 | 352 | 115.97 | 10 | 0.39~3.00 | (-3→31=1.93×145) (12→1=1.61×15) (-7→4=1.60×313) (23→20=1.60×313) (15→-7=1.56×313) |
| 17988 | 349 | 115.89 | 10 | 0.39~3.00 | (-3→31=1.92×151) (-7→4=1.61×310) (12→1=1.61×14) (23→20=1.60×310) (22→26=1.56×1) |
| 17998 | 354 | 116.47 | 10 | 0.39~3.00 | (-3→31=1.92×148) (-7→4=1.61×315) (12→1=1.61×13) (23→20=1.61×315) (22→26=1.56×1) |
| 18008 | 369 | 116.45 | 10 | 0.39~3.00 | (-3→31=1.92×154) (23→20=1.61×328) (-7→4=1.61×328) (12→1=1.61×13) (22→26=1.56×1) |
| 18019 | 361 | 116.37 | 10 | 0.39~3.00 | (-3→31=1.93×154) (-7→4=1.62×320) (23→20=1.61×320) (12→1=1.60×14) (22→26=1.56×1) |
| 18029 | 365 | 116.81 | 10 | 0.39~3.00 | (-3→31=1.92×156) (-7→4=1.62×324) (23→20=1.62×324) (12→1=1.61×11) (22→26=1.56×1) |
| 18039 | 368 | 117.14 | 10 | 0.39~3.00 | (-3→31=1.93×161) (-7→4=1.62×328) (23→20=1.61×328) (12→1=1.60×12) (22→26=1.56×1) |
| 18050 | 366 | 117.01 | 10 | 0.39~3.00 | (-3→31=1.92×161) (-7→4=1.62×326) (23→20=1.61×326) (12→1=1.57×8) (22→26=1.56×1) |
| 18060 | 373 | 117.66 | 10 | 0.39~3.00 | (-3→31=1.93×163) (23→20=1.62×334) (-7→4=1.62×334) (12→1=1.56×9) (22→26=1.56×1) |
| 18070 | 380 | 118.81 | 10 | 0.39~3.00 | (-3→31=1.91×164) (23→20=1.63×343) (-7→4=1.62×343) (12→1=1.56×7) (22→26=1.56×1) |
| 18081 | 377 | 117.93 | 10 | 0.38~3.00 | (-3→31=1.92×163) (23→20=1.62×338) (-7→4=1.62×338) (22→26=1.56×1) (12→4=1.56×5) |
| 18091 | 393 | 118.81 | 10 | 0.38~3.00 | (-3→31=1.93×168) (23→20=1.64×354) (-7→4=1.62×354) (22→26=1.56×1) (2→15=1.56×354) |
| 18101 | 402 | 119.17 | 10 | 0.38~3.00 | (-3→31=1.92×173) (23→20=1.64×363) (-7→4=1.62×363) (12→4=1.56×4) (22→26=1.56×1) |
| 18112 | 403 | 119.74 | 10 | 0.38~3.00 | (-3→31=1.91×176) (23→20=1.64×366) (-7→4=1.62×366) (12→4=1.57×3) (22→26=1.56×1) |
| 18122 | 417 | 120.08 | 10 | 0.38~3.02 | (-3→31=1.92×183) (23→20=1.64×379) (6→-9=1.63×1) (-7→4=1.63×379) (12→4=1.57×5) |
| 18132 | 412 | 120.12 | 10 | 0.38~3.02 | (-3→31=1.93×187) (23→20=1.63×375) (-7→4=1.63×375) (6→-9=1.63×1) (12→4=1.57×6) |
| 18143 | 405 | 119.85 | 10 | 0.38~3.00 | (-3→31=1.91×185) (23→20=1.64×369) (-7→4=1.64×369) (6→-9=1.63×1) (12→4=1.58×3) |
| 18153 | 412 | 120.18 | 10 | 0.38~3.00 | (-3→31=1.91×187) (23→20=1.64×376) (-7→4=1.63×376) (12→4=1.58×3) (2→15=1.56×376) |
| 18163 | 421 | 120.72 | 10 | 0.38~3.00 | (-3→31=1.91×188) (23→20=1.64×385) (-7→4=1.63×385) (12→4=1.58×3) (2→15=1.56×385) |
| 18174 | 409 | 120.48 | 10 | 0.38~3.00 | (-3→31=1.91×188) (-7→4=1.64×374) (23→20=1.63×374) (12→4=1.57×2) (2→15=1.55×374) |
| 18184 | 415 | 120.51 | 10 | 0.38~3.00 | (-3→31=1.91×188) (-7→4=1.64×379) (23→20=1.63×379) (6→-9=1.63×1) (12→4=1.57×2) |
| 18194 | 426 | 121.02 | 10 | 0.38~3.00 | (-3→31=1.91×192) (-7→4=1.64×390) (23→20=1.63×390) (6→-9=1.63×1) (12→4=1.57×2) |
| 18205 | 425 | 121.33 | 10 | 0.38~3.00 | (-3→31=1.91×192) (-7→4=1.64×390) (23→20=1.64×390) (6→-9=1.63×1) (12→4=1.57×2) |
| 18215 | 410 | 120.90 | 10 | 0.38~3.00 | (-3→31=1.91×186) (-7→4=1.64×375) (23→20=1.64×375) (12→4=1.57×2) (2→15=1.54×375) |
| 18225 | 407 | 120.63 | 10 | 0.39~3.00 | (-3→31=1.91×183) (23→20=1.64×371) (-7→4=1.64×371) (2→15=1.54×371) (-12→11=1.54×2) |
| 18236 | 410 | 120.61 | 10 | 0.39~3.00 | (-3→31=1.92×184) (23→20=1.64×373) (-7→4=1.64×373) (2→15=1.55×373) (-12→11=1.54×1) |
| 18246 | 399 | 121.01 | 10 | 0.39~3.00 | (-3→31=1.92×179) (23→20=1.64×364) (-7→4=1.64×364) (9→17=1.54×21) (2→15=1.54×364) |
| 18256 | 404 | 120.29 | 10 | 0.39~3.00 | (-3→31=1.92×184) (-7→4=1.64×366) (23→20=1.63×366) (9→17=1.54×21) (-12→11=1.54×1) |
| 18267 | 408 | 120.28 | 10 | 0.39~3.00 | (-3→31=1.93×183) (23→20=1.64×369) (-7→4=1.64×369) (9→17=1.54×21) (2→15=1.54×369) |
| 18277 | 405 | 120.12 | 10 | 0.39~3.00 | (-3→31=1.93×186) (-7→4=1.64×365) (23→20=1.63×365) (9→17=1.55×23) (2→15=1.53×365) |
| 18287 | 392 | 119.83 | 10 | 0.39~3.00 | (-3→31=1.94×184) (-7→4=1.64×353) (23→20=1.63×353) (9→17=1.55×23) (2→15=1.53×353) |
| 18298 | 401 | 119.75 | 10 | 0.39~3.00 | (-3→31=1.94×193) (-7→4=1.65×361) (23→20=1.62×361) (9→17=1.56×25) (2→15=1.53×361) |
| 18308 | 405 | 119.91 | 10 | 0.37~3.00 | (-3→31=1.94×196) (-7→4=1.65×365) (23→20=1.62×365) (9→17=1.56×24) (2→15=1.53×365) |
| 18318 | 407 | 119.76 | 10 | 0.37~3.00 | (-3→31=1.94×206) (-7→4=1.66×367) (23→20=1.61×367) (9→17=1.58×24) (12→4=1.52×4) |
| 18329 | 418 | 119.30 | 10 | 0.37~3.00 | (-3→31=1.93×211) (-7→4=1.66×375) (23→20=1.61×375) (9→17=1.58×24) (2→15=1.52×375) |
| 18339 | 427 | 120.23 | 10 | 0.37~3.00 | (-3→31=1.93×219) (-7→4=1.67×386) (9→17=1.61×25) (23→20=1.60×386) (2→15=1.51×386) |
| 18349 | 430 | 119.59 | 10 | 0.37~3.00 | (-3→31=1.94×223) (-7→4=1.67×387) (9→17=1.61×25) (23→20=1.60×387) (2→-12=1.51×197) |
| 18360 | 417 | 118.79 | 10 | 0.37~3.00 | (-3→31=1.92×218) (-7→4=1.67×373) (9→17=1.61×25) (23→20=1.60×373) (12→4=1.59×1) |
| 18370 | 417 | 118.11 | 10 | 0.37~3.00 | (-3→31=1.93×219) (-7→4=1.68×371) (9→17=1.61×24) (23→20=1.60×371) (12→4=1.59×1) |
| 18380 | 420 | 118.25 | 10 | 0.37~3.00 | (-3→31=1.93×226) (-7→4=1.68×374) (9→17=1.61×24) (23→20=1.59×373) (12→4=1.59×2) |
| 18391 | 412 | 117.65 | 11 | 0.37~3.00 | (-3→31=1.93×220) (-7→4=1.69×365) (9→17=1.59×22) (23→20=1.59×364) (12→4=1.59×2) |
| 18401 | 419 | 117.29 | 11 | 0.37~3.00 | (-3→31=1.92×223) (-7→4=1.69×370) (9→17=1.59×21) (23→20=1.59×369) (12→4=1.59×1) |
| 18411 | 424 | 116.91 | 11 | 0.37~3.00 | (-3→31=1.92×224) (-7→4=1.69×373) (23→20=1.59×372) (9→17=1.59×21) (12→4=1.59×1) |
| 18422 | 423 | 116.21 | 11 | 0.37~3.00 | (-3→31=1.92×223) (-7→4=1.69×369) (23→20=1.59×368) (9→17=1.59×22) (12→4=1.59×1) |
| 18432 | 416 | 116.53 | 11 | 0.37~3.00 | (-3→31=1.92×215) (-7→4=1.68×363) (9→17=1.61×21) (23→20=1.59×362) (12→4=1.59×1) |
| 18442 | 418 | 116.43 | 11 | 0.37~3.00 | (-3→31=1.92×214) (-7→4=1.68×364) (9→17=1.61×21) (23→20=1.59×363) (12→4=1.59×1) |
| 18453 | 415 | 116.33 | 11 | 0.37~3.00 | (-3→31=1.92×215) (-7→4=1.68×361) (9→17=1.61×20) (23→20=1.59×360) (12→4=1.59×1) |
